algo,example_id,true_val,result,beta,adaptive,IS_func,accept_rate,up_rate,runtime,iterations,T,K,J,notes
samc,1,2.151168247277443e-05,1.5453690122675263e-05,101.0,False,,0.6620062,0.0212782,475.1478688716888,11000000,1000000,10000000,1,new samc
samc,1,2.151168247277443e-05,0.0087556970602867,101.0,False,,0.955,0.0,0.0646698474884033,2000,1000,1000,1,test
samc,1,2.151168247277443e-05,0.0087967993267128,101.0,False,,0.977,0.0,0.0671789646148681,2000,1000,1000,1,test
samc,1,2.151168247277443e-05,0.0087927770417637,101.0,False,,0.966,0.0,0.0664079189300537,2000,1000,1000,1,test
samc,1,2.151168247277443e-05,0.0088003424876706,101.0,False,,0.974,0.0,0.0548779964447021,2000,1000,1000,1,test
samc,1,2.151168247277443e-05,0.0088041789823815,101.0,False,,0.978,0.0,0.0539870262145996,2000,1000,1000,1,test
samc,1,2.151168247277443e-05,0.0087731652961895,101.0,False,,0.97,0.0,0.0586018562316894,2000,1000,1000,1,test
samc,1,2.151168247277443e-05,0.0087850055498406,101.0,False,,0.97,0.0,0.0441861152648925,2000,1000,1000,1,test
mcmcis,1,2.151168247277443e-05,0.0002842493867434,0.1,False,exp,0.63,0.005,0.0681233406066894,2000,1000,1000,1,test
mcmcis,1,2.151168247277443e-05,0.0,0.1,False,exp,0.616,0.0,0.0671710968017578,2000,1000,1000,1,test
mcmcis,1,2.151168247277443e-05,1.0969114174812548e-05,0.1,False,exp,0.623,0.003,0.0583381652832031,2000,1000,1000,1,test
mcmcis,1,2.151168247277443e-05,0.0011101263314987,0.1,False,exp,0.605,0.008,0.0458807945251464,2000,1000,1000,1,test
mcmcis,1,2.151168247277443e-05,4.36500503714026e-05,0.1,False,exp,0.655,0.021,0.0498111248016357,2000,1000,1000,1,test
mcmcis,1,2.151168247277443e-05,0.000102759834713,0.1,False,exp,0.6295,0.03,0.0347800254821777,2000,1000,1000,1,test
mcmcis,1,2.151168247277443e-05,2.206049934088428e-05,0.1,False,exp,0.6165,0.008,0.0364422798156738,2000,1000,1000,1,test
samc,1,2.151168247277443e-05,0.0087906276304158,101.0,False,0,0.959,0.0,0.0307831764221191,1100,100,1000,1,
samc,1,2.151168247277443e-05,5.677569082818889e-12,101.0,False,add,0.659,0.007,0.023630142211914,1100,100,1000,1,
samc,1,2.151168247277443e-05,1.1513660231959788e-11,101.0,False,add,0.641,0.008,0.0327208042144775,1100,100,1000,1,
samc,1,2.151168247277443e-05,0.0088224253597491,101.0,False,0,0.973,0.0,0.0267589092254638,1100,100,1000,1,
samc,1,2.151168247277443e-05,0.0087948041859417,101.0,False,0,0.97,0.0,0.026447057723999,1100,100,1000,1,
samc,1,2.151168247277443e-05,0.008805998976495028,101.0,False,0,0.976,0.0,0.023920774459838867,1100,100,1000,1,
